task_id,text,code,AI_code
68,Write a python function to check whether the given array is monotonic or not.,"def is_Monotonic(A): 
    return (all(A[i] <= A[i + 1] for i in range(len(A) - 1)) or
            all(A[i] >= A[i + 1] for i in range(len(A) - 1))) ","```python
def is_monotonic(arr):
    increasing = decreasing = True
    
    for i in range(len(arr) - 1):
        if arr[i] > arr[i + 1]:
            increasing = False
        elif arr[i] < arr[i + 1]:
            decreasing = False
            
    return increasing or decreasing
```"
69,Write a function to check whether a list contains the given sublist or not.,"def is_sublist(l, s):
	sub_set = False
	if s == []:
		sub_set = True
	elif s == l:
		sub_set = True
	elif len(s) > len(l):
		sub_set = False
	else:
		for i in range(len(l)):
			if l[i] == s[0]:
				n = 1
				while (n < len(s)) and (l[i+n] == s[n]):
					n += 1				
				if n == len(s):
					sub_set = True
	return sub_set","```python
def is_sublist(main_list, sub_list):
    len_sub_list = len(sub_list)
    for i in range(len(main_list) - len_sub_list + 1):
        if main_list[i:i+len_sub_list] == sub_list:
            return True
    return False
```"
70,Write a function to find whether all the given tuples have equal length or not.,"def find_equal_tuple(Input, k):
  flag = 1
  for tuple in Input:
    if len(tuple) != k:
      flag = 0
      break
  return flag
def get_equal(Input, k):
  if find_equal_tuple(Input, k) == 1:
    return (""All tuples have same length"")
  else:
    return (""All tuples do not have same length"")","```python
def all_tuples_equal_length(tuples_list):
    if len(set(map(len, tuples_list))) == 1:
        return True
    else:
        return False
```"
71,Write a function to sort a list of elements using comb sort.,"def comb_sort(nums):
    shrink_fact = 1.3
    gaps = len(nums)
    swapped = True
    i = 0
    while gaps > 1 or swapped:
        gaps = int(float(gaps) / shrink_fact)
        swapped = False
        i = 0
        while gaps + i < len(nums):
            if nums[i] > nums[i+gaps]:
                nums[i], nums[i+gaps] = nums[i+gaps], nums[i]
                swapped = True
            i += 1
    return nums","```python
def comb_sort(arr):
    def get_next_gap(gap):
        gap = (gap * 10) // 13
        if gap < 1:
            return 1
        return gap

    n = len(arr)
    gap = n
    swapped = True

    while gap != 1 or swapped:
        gap = get_next_gap(gap)
        swapped = False

        for i in range(0, n - gap):
            j = i + gap
            if arr[i] > arr[j]:
                arr[i], arr[j] = arr[j], arr[i]
                swapped = True

    return arr
```"
72,Write a python function to check whether the given number can be represented as difference of two squares or not.,"def dif_Square(n): 
    if (n % 4 != 2): 
        return True
    return False","```python
def is_difference_of_squares(n):
    if n < 0:
        return False
    sqrt = int(n**0.5)
    for i in range(sqrt + 1):
        j = (n + i * i) ** 0.5
        if j == int(j):
            return True
    return False
```"
73,Write a function to split the given string with multiple delimiters by using regex.,"import re
def multiple_split(text):
  return (re.split('; |, |\*|\n',text))","```python
import re

def split_string_with_multiple_delimiters(input_str):
    delimiters = ["","", "";"", "":"", ""-"", ""_""]
    pattern = ""|"".join(map(re.escape, delimiters))
    return re.split(pattern, input_str)
```"
74,Write a function to check whether it follows the sequence given in the patterns array.,"def is_samepatterns(colors, patterns):    
    if len(colors) != len(patterns):
        return False    
    sdict = {}
    pset = set()
    sset = set()    
    for i in range(len(patterns)):
        pset.add(patterns[i])
        sset.add(colors[i])
        if patterns[i] not in sdict.keys():
            sdict[patterns[i]] = []

        keys = sdict[patterns[i]]
        keys.append(colors[i])
        sdict[patterns[i]] = keys

    if len(pset) != len(sset):
        return False   

    for values in sdict.values():

        for i in range(len(values) - 1):
            if values[i] != values[i+1]:
                return False

    return True","```python
def check_sequence(text, patterns):
    for pattern in patterns:
        sequence = [char for char in text if char in pattern]
        if sequence != sorted(set(sequence)):
            return False
    return True
```

Please note that the function `check_sequence` assumes that the input parameters `text` and `patterns` are of type string. It also considers each character in the pattern as a distinct element for the purpose of this problem.

If you want to treat repeating characters in patterns as the same element, here is another version:

```python
def check_sequence(text, patterns):
    for pattern in patterns:
        sequence = [char for char in text if char in set(pattern)]
        if len(set(sequence)) != len(set(pattern)):
            return False
    return True
```

This function will ignore duplicate characters in the `patterns`."
75,Write a function to find tuples which have all elements divisible by k from the given list of tuples.,"def find_tuples(test_list, K):
  res = [sub for sub in test_list if all(ele % K == 0 for ele in sub)]
  return (str(res)) ","```python
def find_divisible_tuples(tuples_list, k):
    return [t for t in tuples_list if all(i % k == 0 for i in t)]
```"
76,Write a python function to count the number of squares in a rectangle.,"def count_Squares(m,n):
    if(n < m):
        temp = m
        m = n
        n = temp
    return ((m * (m + 1) * (2 * m + 1) / 6 + (n - m) * m * (m + 1) / 2))","```python
def count_squares(length, width):
    if length < 1 or width < 1:
        raise ValueError(""Length and width must be positive integers"")
    
    def gcd(a, b):
        while b:
            a, b = b, a % b
        return a
    
    side_length = gcd(length, width)
    num_squares = (length // side_length) * (width // side_length)
    return num_squares
```"
77,Write a python function to find the difference between sum of even and odd digits.,"def is_Diff(n): 
    return (n % 11 == 0) ","```python
def difference_even_odd_digits(n):
    even_sum = sum(int(digit) for digit in str(n) if int(digit) % 2 == 0)
    odd_sum = sum(int(digit) for digit in str(n) if int(digit) % 2 != 0)
    return abs(even_sum - odd_sum)
```"
78,Write a python function to find number of integers with odd number of set bits.,"def count_With_Odd_SetBits(n): 
    if (n % 2 != 0): 
        return (n + 1) / 2
    count = bin(n).count('1') 
    ans = n / 2
    if (count % 2 != 0): 
        ans += 1
    return ans ","```python
def count_odd_set_bits():
    def count_set_bits(n):
        count = 0
        while n:
            count += n & 1
            n >>= 1
        return count

    max_value = int(2 ** 32 - 1)
    count = 0
    for i in range(max_value + 1):
        if count_set_bits(i) % 2 != 0:
            count += 1
    return count
```"
79,Write a python function to check whether the length of the word is odd or not.,"def word_len(s): 
    s = s.split(' ')   
    for word in s:    
        if len(word)%2!=0: 
            return True  
        else:
          return False","```python
def is_word_length_odd(word):
    return len(word) % 2 != 0
```

Alternatively, you can also write it as:

```python
def is_word_length_odd(word):
    return bool(len(word) & 1)
```"
80,Write a function to find the nth tetrahedral number.,"def tetrahedral_number(n): 
	return (n * (n + 1) * (n + 2)) / 6","```python
def nth_tetrahedral_number(n):
    """"""
    Calculate the nth tetrahedral number.
    
    A tetrahedral number can be represented as Tn = (n*(n+1)*(n+2))/6 for any positive integer n.

    Parameters:
    n (int): The position of the tetrahedral number to calculate.

    Returns:
    int: The nth tetrahedral number.
    """"""
    return (n * (n + 1) * (n + 2)) // 6
```"
81,Write a function to zip the two given tuples.,"def zip_tuples(test_tup1, test_tup2):
  res = []
  for i, j in enumerate(test_tup1):
    res.append((j, test_tup2[i % len(test_tup2)])) 
  return (res) ","```python
def zip_tuples(tuple1, tuple2):
    return list(zip(tuple1, tuple2))
```"
82,Write a function to find the volume of a sphere.,"import math
def volume_sphere(r):
  volume=(4/3)*math.pi*r*r*r
  return volume","```python
import math

def sphere_volume(radius):
    if radius < 0:
        raise ValueError(""Radius cannot be negative"")
    return (4/3) * math.pi * (radius ** 3)
```"
83,Write a python function to find the character made by adding all the characters of the given string.,"def get_Char(strr):  
    summ = 0
    for i in range(len(strr)): 
        summ += (ord(strr[i]) - ord('a') + 1)  
    if (summ % 26 == 0): 
        return ord('z') 
    else: 
        summ = summ % 26
        return chr(ord('a') + summ - 1)","```python
def add_characters(s):
    total = 0
    for char in s:
        if char.isalpha():
            if char.isupper():
                total += ord(char) - 64
            else:
                total += ord(char) - 96
    return chr(total)
```

This function works by iterating over each character in the string. If the character is a letter (checked using `isalpha()`), it calculates its corresponding numerical value (A=1, B=2, ..., Z=26 for uppercase letters and a=1, b=2, ..., z=26 for lowercase letters) and adds this to a running total. The function then returns the character represented by this total value using the `chr` function.

However, note that since you're adding up all these values, unless your string is very short or contains mostly non-alphabetical characters, the result will probably be outside the range of printable ASCII characters and so won't correspond to any visible character."
84,Write a function to find the n-th number in newman conway sequence.,"def sequence(n): 
	if n == 1 or n == 2: 
		return 1
	else: 
		return sequence(sequence(n-1)) + sequence(n-sequence(n-1))","```python
def newman_conway(n):
    sequence = [0, 1]
    while len(sequence) < n + 2:
        next_value = sequence[-1] + sequence[sequence[-1]]
        sequence.append(next_value)
    return sequence[n]
```"
85,Write a function to find the surface area of a sphere.,"import math
def surfacearea_sphere(r):
  surfacearea=4*math.pi*r*r
  return surfacearea","```python
import math

def surface_area_of_sphere(radius):
    if radius < 0:
        raise ValueError(""Radius cannot be negative"")
    return 4 * math.pi * (radius ** 2)
```"
86,Write a function to find nth centered hexagonal number.,"def centered_hexagonal_number(n):
  return 3 * n * (n - 1) + 1","```python
def nth_centered_hexagonal(n):
    if n <= 0:
        raise ValueError(""Input must be a positive integer."")
    return (3 * n**2 - 3 * n + 1)
```"
